Product ID;Product Category;Product Subcategory;Product Name;Product Description; Product Price ;Product Weight;Product Size;Product Region;Product Color;Product Stock;Order ID;Customer ID;Customer Name;Customer Location;Order Date;Order Status;Order Quantity; Order Total ;Payment Method;Shipping Method;Shipping Time (in Days);Estimated Delivery Date;Customer Feedback;;;;;;;;;
1106;Mountain Bikes;Cross Country;XC-Rider 2000;High-performance cross country bike; € 2 400,00 ; 27,00 ;L;Asia;Blue;26;2106;3106;N***********;Japan;06.02.2023;Shipped;1; € 2 400,00 ;Credit Card;Air;3;09.02.2023;Positive;;;;;;;;;
1107;Road Bikes;Endurance;EnduranceElite 1000;Endurance road bike; € 2 100,00 ; 20,00 ;M;North America;Orange;30;2107;3107;J**********;France;07.02.2023;Shipped;2; € 4 200,00 ;PayPal;Ground;2;09.02.2023;Negative;;;;;;;;;
1108;Road Bikes;Endurance;EnduranceElite 2000;High-performance endurance road bike; € 2 600,00 ; 18,00 ;L;Europe;Blue;26;2108;3108;N***********;Japan;08.02.2023;Processing;1; € 2 600,00 ;Credit Card;Air;1;09.02.2023;Positive;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;Countries by Order quantity;;;;;;;;;;;;;;;;;
;;Mountain Bikes;Road Bikes;;Mountain Bikes;;;;;;;;;Road Bikes;Touring Bikes;E-Bikes;BMX Bikes;Hybrid Bikes;;;Kids Bikes;TOTAL;;;;;;;;;;USA
;Poland;;;;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;;;;;;;;;;UK
;UK;;;;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;5;;;;;;;;;;Japan
;Japan;;;;1;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;9;;;;;;;;;;USA
;USA;;;;5;0;0;0;0;0;0;0;0;5;5;0;0;2;0;0;0;17;;;;;;;;;;Germany
;Spain;;;;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;1;5;;;;;;;;;;Spain
;China;;;;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;5;;;;;;;;;;China
;Germany;;;;1;0;0;0;0;0;0;0;0;0;2;1;3;0;0;0;0;7;;;;;;;;;;USA
;France;;;;3;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;6;;;;;;;;;;France
;Australia;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;;;;;;;;;Germany
;Italy;;;;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;;;;;;;;;;Japan
;South Korea;;;;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;;;;;;;;;;USA
;Canada;;;;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;6;;;;;;;;;;UK
;India;;;;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;;;;;;;;;;China
;Ireland;;;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;USA
;Netherlands;;;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;Italy
;Greece;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;;;;;;;;;;South Korea
;Portugal;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;;;;;;;;;;France
;Taiwan;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;USA
;;;;;24;0;0;0;0;0;0;0;0;23;15;6;4;3;0;0;3;78;;;;;;;;;;Greece
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;India
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;USA
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ireland
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Taiwan
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Canada
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Germany
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spain
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;China
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;USA
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Italy
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UK
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Japan
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;USA
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;France
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Poland
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;South Korea
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;USA
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Portugal
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Netherlands
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;China
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Canada
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spain
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Germany
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Australia
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Canada
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Japan
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;France
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;; -   ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;89973,00;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Product Name;;;;;;;;;Product Price;Product Quantity;Share of Sales Value;;;;;;;;;;;;;;;;
;;;;; TrailBlazer 1000 ;;;;;;;;; € 1 200,00 ;2;1,6%;;;;;;;;;;;;;;;;
;;;;; TrailBlazer 2000 ;;;;;;;;; € 1 500,00 ;1;1,0%;;;;;;;;;;;;;;;;
;;;;; SpeedMaster 1000 ;;;;;;;;; € 1 800,00 ;3;3,7%;;;;;;;;;;;;;;;;
;;;;; SpeedMaster 2000 ;;;;;;;;; € 2 100,00 ;1;1,4%;;;;;;;;;;;;;;;;
;;;;; Explorer 1000 ;;;;;;;;; € 1 300,00 ;2;1,8%;;;;;;;;;;;;;;;;
;;;;; Explorer 2000 ;;;;;;;;; € 1 600,00 ;1;1,1%;;;;;;;;;;;;;;;;
;;;;; GravityMaster 1000 ;;;;;;;;; € 2 200,00 ;2;3,0%;;;;;;;;;;;;;;;;
;;;;; GravityMaster 2000 ;;;;;;;;; € 2 500,00 ;1;1,7%;;;;;;;;;;;;;;;;
;;;;; Pathfinder 1000 ;;;;;;;;; € 1 100,00 ;2;1,5%;;;;;;;;;;;;;;;;
;;;;; Pathfinder 2000 ;;;;;;;;; € 1 400,00 ;1;0,9%;;;;;;;;;;;;;;;;
;;;;; Voyager 1000 ;;;;;;;;; € 1 700,00 ;3;3,5%;;;;;;;;;;;;;;;;
;;;;; Voyager 2000 ;;;;;;;;; € 2 000,00 ;1;1,4%;;;;;;;;;;;;;;;;
;;;;;Adventurer 1000;;;;;;;;; € 1 500,00 ;2;2,0%;;;;;;;;;;;;;;;;
;;;;; Adventurer 2000 ;;;;;;;;; € 1 800,00 ;1;1,2%;;;;;;;;;;;;;;;;
;;;;; EnduroMaster 1000 ;;;;;;;;; € 2 300,00 ;2;3,1%;;;;;;;;;;;;;;;;
;;;;; EnduroMaster 2000 ;;;;;;;;; € 2 600,00 ;1;1,8%;;;;;;;;;;;;;;;;
;;;;; FatTrail 1000 ;;;;;;;;; € 1 300,00 ;2;1,8%;;;;;;;;;;;;;;;;
;;;;;FatTrail 2000;;;;;;;;; € 1 600,00 ;1;1,1%;;;;;;;;;;;;;;;;
;;;;; CrossRider 1000 ;;;;;;;;; € 1 900,00 ;3;3,9%;;;;;;;;;;;;;;;;
;;;;; CrossRider 2000 ;;;;;;;;; € 2 200,00 ;1;1,5%;;;;;;;;;;;;;;;;
;;;;; DuoExplorer 1000 ;;;;;;;;; € 2 000,00 ;2;2,7%;;;;;;;;;;;;;;;;
;;;;; DuoExplorer 2000 ;;;;;;;;; € 2 300,00 ;1;1,6%;;;;;;;;;;;;;;;;
;;;;; E-Mountain 1000 ;;;;;;;;; € 3 000,00 ;2;4,1%;;;;;;;;;;;;;;;;
;;;;; E-Mountain 2000 ;;;;;;;;; € 3 500,00 ;1;2,4%;;;;;;;;;;;;;;;;
;;;;; UrbanEco 1000 ;;;;;;;;; € 2 000,00 ;2;2,7%;;;;;;;;;;;;;;;;
;;;;; UrbanEco 2000 ;;;;;;;;; € 2 500,00 ;1;1,7%;;;;;;;;;;;;;;;;
;;;;; GravelMaster 1000 ;;;;;;;;; € 1 700,00 ;3;3,5%;;;;;;;;;;;;;;;;
;;;;; GravelMaster 2000 ;;;;;;;;; € 2 100,00 ;1;1,4%;;;;;;;;;;;;;;;;
;;;;; FoldAway 1000 ;;;;;;;;; € 1 500,00 ;2;2,0%;;;;;;;;;;;;;;;;
;;;;; FoldAway 2000 ;;;;;;;;; € 1 800,00 ;1;1,2%;;;;;;;;;;;;;;;;
;;;;; E-TrailBlazer 1000 ;;;;;;;;; € 3 200,00 ;2;4,3%;;;;;;;;;;;;;;;;
;;;;; E-TrailBlazer 2000 ;;;;;;;;; € 3 700,00 ;1;2,5%;;;;;;;;;;;;;;;;
;;;;; CommutePro 1000 ;;;;;;;;; € 1 200,00 ;2;1,6%;;;;;;;;;;;;;;;;
;;;;; CommutePro 2000 ;;;;;;;;; € 1 500,00 ;1;1,0%;;;;;;;;;;;;;;;;
;;;;; AeroSpeed 1000 ;;;;;;;;; € 2 800,00 ;3;5,7%;;;;;;;;;;;;;;;;
;;;;; AeroSpeed 2000 ;;;;;;;;; € 3 200,00 ;1;2,2%;;;;;;;;;;;;;;;;
;;;;; ReclineRider 1000 ;;;;;;;;; € 2 000,00 ;2;2,7%;;;;;;;;;;;;;;;;
;;;;; ReclineRider 2000 ;;;;;;;;; € 2 400,00 ;1;1,6%;;;;;;;;;;;;;;;;
;;;;; DownhillDominator 1000 ;;;;;;;;; € 2 900,00 ;2;3,9%;;;;;;;;;;;;;;;;
;;;;; DownhillDominator 2000 ;;;;;;;;; € 3 300,00 ;1;2,2%;;;;;;;;;;;;;;;;
;;;;; LittleBalancer 1000 ;;;;;;;;; € 150,00 ;2;0,2%;;;;;;;;;;;;;;;;
;;;;; LittleBalancer 2000 ;;;;;;;;; € 200,00 ;1;0,1%;;;;;;;;;;;;;;;;
;;;;; FreestyleMaster 1000 ;;;;;;;;; € 400,00 ;3;0,8%;;;;;;;;;;;;;;;;
;;;;; FreestyleMaster 2000 ;;;;;;;;; € 600,00 ;1;0,4%;;;;;;;;;;;;;;;;
;;;;; XC-Rider 1000 ;;;;;;;;; € 1 800,00 ;2;2,4%;;;;;;;;;;;;;;;;
;;;;; XC-Rider 2000 ;;;;;;;;; € 2 400,00 ;1;1,6%;;;;;;;;;;;;;;;;
;;;;; EnduranceElite 1000 ;;;;;;;;; € 2 100,00 ;2;2,8%;;;;;;;;;;;;;;;;
;;;;; EnduranceElite 2000 ;;;;;;;;; € 2 600,00 ;1;1,8%;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;; € 94 450,00 ;78;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;; Subcategory ;;;;;;;;;Subcategory Total Price;Subcategory Quantity;;;;;;;;;;;;;;;;;
;;;;; Cross Country ;;;;;;;;; € 6 900,00 ;6;;;;;;;;;;;;;;;;;
;;;;; Racing ;;;;;;;;; € 3 900,00 ;4;;;;;;;;;;;;;;;;;
;;;;; Long Distance ;;;;;;;;; € 2 900,00 ;3;;;;;;;;;;;;;;;;;
;;;;; Downhill ;;;;;;;;; € 10 900,00 ;6;;;;;;;;;;;;;;;;;
;;;;; Trail ;;;;;;;;; € 2 500,00 ;3;;;;;;;;;;;;;;;;;
;;;;; Touring ;;;;;;;;; € 5 200,00 ;6;;;;;;;;;;;;;;;;;
;;;;; Adventure ;;;;;;;;; € 1 800,00 ;1;;;;;;;;;;;;;;;;;
;;;;; Enduro ;;;;;;;;; € 4 900,00 ;3;;;;;;;;;;;;;;;;;
;;;;; Fat Bikes ;;;;;;;;; € 2 900,00 ;3;;;;;;;;;;;;;;;;;
;;;;; Cyclocross ;;;;;;;;; € 4 100,00 ;4;;;;;;;;;;;;;;;;;
;;;;; Tandem ;;;;;;;;; € 4 300,00 ;3;;;;;;;;;;;;;;;;;
;;;;; Electric ;;;;;;;;; € 6 500,00 ;3;;;;;;;;;;;;;;;;;
;;;;; City ;;;;;;;;; € 4 500,00 ;3;;;;;;;;;;;;;;;;;
;;;;; Gravel ;;;;;;;;; € 3 800,00 ;4;;;;;;;;;;;;;;;;;
;;;;; Folding ;;;;;;;;; € 3 300,00 ;3;;;;;;;;;;;;;;;;;
;;;;; Mountain ;;;;;;;;; € 6 900,00 ;3;;;;;;;;;;;;;;;;;
;;;;; Commuter ;;;;;;;;; € 2 700,00 ;3;;;;;;;;;;;;;;;;;
;;;;; Aero ;;;;;;;;; € 6 000,00 ;4;;;;;;;;;;;;;;;;;
;;;;; Recumbent ;;;;;;;;; € 4 400,00 ;3;;;;;;;;;;;;;;;;;
;;;;; Balance ;;;;;;;;; € 350,00 ;3;;;;;;;;;;;;;;;;;
;;;;; Freestyle ;;;;;;;;; € 1 000,00 ;4;;;;;;;;;;;;;;;;;
;;;;; Endurance ;;;;;;;;; € 4 700,00 ;3;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;; Average Order Amount ;;;;;;;;; € 3 079,17 ;;USD/EUR exchange rate; 1,10 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;; Average Order Amount in USD ;;;;;;;;; $3 387,08 ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;; Revenue gross ;;;;;;;;; € 147 800,00 ;;;;;;;;;;;;;;;;;;
;;;;;Revenue net worth;;;;;;;;; € 121 196,00 ;;Sales TAX:;18%;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;; Cost (assuming 80%) ;;;;;;;;; € 118 240,00 ;;;;;;;;;;;;;;;;;;
;;;;; Profit ;;;;;;;;; € 29 560,00 ;;;;;;;;;;;;;;;;;;
;;;;; Profit net (without operational costs) ;;;;;;;;; € 24 239,20 ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;; AOV ( Average Order Value ) ;;;;;;;;; € 1 894,87 ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;; Unit cost ;;;;;;;;; € 1 515,90 ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;; Profit Margin ;;;;;;;;;20,0%;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
